When was the sale date?,What was the Order ID?,Customer ID,How many items in order?,When did the item ship out?,What was the shipping city?,What was the shipping state?,What was the shipping country?,What was the order value?,What was the discount amount?,what was shipping charge?,What was the order total?,What is the card processing fees?,What was the shipping zipcode?,What was order net?,What was the coupon code?
08/21/23,2985199733,valerielazo180,1,08/29/23,Weslaco,TX,United States,6.95,0,3.49,11.3,0.59,78599,9.85,
08/21/23,2985145213,lcjpfjvt,1,08/29/23,deer park,NY,United States,6.95,0,3.49,11.34,0.59,11729,9.85,
08/21/23,2991690674,erikamari17,1,08/21/23,SAN ANTONIO,TX,United States,3.98,0,0,4.31,0.38,78210,3.6,
08/21/23,2984416375,avz0dd42wflxu3mv,1,08/29/23,DALLAS,TX,United States,6.95,0,3.49,11.3,0.59,75204-3796,9.85,
08/21/23,2984295995,jackthelady,1,08/27/23,Nottingham,,United Kingdom,6.95,0,2.49,11.33,0.59,NG3 6BL,8.85,
08/20/23,2984022373,2v4h0yfxxaiq8zsm,1,08/30/23,Vineland,NJ,United States,15.99,0,0,15.99,0.73,8360,15.26,
08/20/23,2990603610,qq9mabq6e9rim77b,1,08/22/23,SAN ANTONIO,TX,United States,25.99,0,0,28.13,1.09,78223,24.9,
08/20/23,2983634365,v74gwdelopd5ztm3,1,08/27/23,Houston,TX,United States,9.99,0,0,10.81,0.57,77032,9.42,
08/20/23,2990207674,jadynkuykendall,1,08/29/23,Stow,OH,United States,6.95,0,3.49,11.14,0.58,44224-2683,9.86,
08/20/23,2983145609,pmjacobs21,1,08/29/23,great falls,VA,United States,6.95,0.7,3.49,10.12,0.55,22066,9.19,POWEROF10
08/19/23,2983106367,dsk5oa2oendkzq7h,1,08/29/23,CHESAPEAKE,VA,United States,6.95,0,3.49,10.86,0.58,23322,9.86,
08/19/23,2989286420,2ablcyra4t3w3be4,1,08/19/23,ETHRIDGE,TN,United States,2.99,0,0,2.99,0.34,38456,2.65,
08/19/23,2982640241,lrueda910,1,08/29/23,Merrick,NY,United States,6.95,0,3.49,11.34,0.59,11566,9.85,
08/18/23,2988213818,2hrh73mf,1,08/29/23,PAWTUCKET,RI,United States,6.95,0,3.49,11.17,0.59,2861,9.85,
08/18/23,2981497333,,1,08/29/23,Eatonton,GA,United States,6.95,0,3.49,11.28,0.59,31024,9.85,
08/18/23,2981225633,,1,08/27/23,Esslingen,,Germany,6.95,0,3.5,12.44,0.62,73732,9.83,
08/17/23,2980865497,kiua9ttj074ty277,1,08/29/23,Brockton,MA,United States,6.95,0,3.49,10.87,0.58,2302,9.86,
08/17/23,2980698585,,1,08/31/23,PITTSBURGH,PA,United States,6.95,0,3.49,11.07,0.58,15227,9.86,
08/17/23,2980624913,ur3yvlzuuuyjy46d,1,08/28/23,HASBROUCK HEIGHTS,NJ,United States,15.99,0,0,17.05,0.76,7604,15.23,
08/17/23,2987282892,paigesmith97,1,08/29/23,MENTONE,AL,United States,6.95,0,3.49,11,0.58,35984-0098,9.86,
08/16/23,2986400284,n6uicmnxn9xxxaua,1,08/19/23,LEWISVILLE,TX,United States,19.99,0,0,21.64,0.9,75057,19.09,
08/16/23,2979258171,vbebb5q44jrsu2k5,2,08/19/23,NORTH WILKESBORO,NC,United States,39.98,0,0,42.78,1.53,28659,38.45,
08/16/23,2979083771,memorgan97,1,08/30/23,Albuquerque,NM,United States,13.99,0,7,22.29,0.92,87122,20.07,
08/15/23,2985619572,ppinalastra,1,08/31/23,EL PASO,TX,United States,6.95,0,3.49,11.3,0.59,79928-4412,9.85,
08/15/23,2985501390,kf5qqbcq,1,08/15/23,BRONX,NY,United States,3.98,0,0,3.98,0.37,10458-1112,3.61,
08/15/23,2978635193,s6zxqppe,1,08/29/23,LUBBOCK,TX,United States,6.95,0,3.49,11.3,0.59,79416,9.85,
08/15/23,2978279951,lpulqhwc,1,08/26/23,Normal,IL,United States,18.99,0,4,25,1,61761,21.99,
08/14/23,2984593924,3vnjxns7,1,08/29/23,NORTH RIDGEVILLE,OH,United States,6.95,0,3.49,11.12,0.58,44039,9.86,
08/14/23,2984137442,uymuuy66,1,08/16/23,SUNBURY,OH,United States,6.95,0,3.49,11.17,0.59,43074,9.85,
08/13/23,2983533832,vivianarod,1,08/15/23,SAN ANTONIO,TX,United States,6.95,0,3.49,11.3,0.59,78253,9.85,
08/13/23,2982633442,joseOxox,2,08/29/23,Melbourne,VIC,Australia,13.9,0,4.25,19.97,0.85,3090,17.3,
08/12/23,2975771219,616ojoif,1,08/15/23,COLORADO SPRINGS,CO,United States,6.95,0,3.49,11.3,0.59,80917-3519,9.85,
08/12/23,2982121538,ccazzam,1,08/29/23,Lancaster,CA,United States,6.95,0,3.49,11.15,0.58,93534,9.86,
08/12/23,2975246797,9qsbnomg,1,08/15/23,Aurora,IL,United States,6.95,0,3.49,11.3,0.59,60504,9.85,
08/11/23,2974641489,,1,08/15/23,Decatur,GA,United States,6.95,0,3.49,11.28,0.59,30030,9.85,
08/11/23,2974501649,3tsbuyfl,1,08/29/23,Lake Elsinore,CA,United States,6.95,0,3.49,11.05,0.58,92532,9.86,
08/11/23,2973782943,lindathompson33,5,08/16/23,SARATOGA SPRINGS,UT,United States,34.75,0,17.45,54.68,1.89,84045,50.31,
08/10/23,2980436382,kaitlinroach08,1,08/15/23,WESTMINSTER,MD,United States,6.95,0,3.49,10.86,0.58,21157,9.86,
08/10/23,2973132583,tmhough89,1,08/15/23,Paterson,NJ,United States,6.95,0,3.49,11.13,0.58,07501-2647,9.86,
08/09/23,2979283642,forth14,1,08/11/23,Calera,AL,United States,6.95,0,3.49,11,0.58,35040,9.86,
08/09/23,2972123675,hotzombies,1,08/11/23,Asheville,NC,United States,16.99,1.7,0,16.36,0.74,28803,14.55,POWEROF10
08/09/23,2972071347,hbqt5i7090w6gbc5,1,08/16/23,Hartlepool,England,United Kingdom,6.95,0,2.49,11.33,0.59,TS24 8JW,8.85,
08/08/23,2978394344,shockfactor80,1,08/11/23,GLEN BURNIE,MD,United States,15.99,1.6,0,15.26,0.71,21060,13.68,POWEROF10
08/08/23,2977887798,gh6txkv0,1,08/11/23,Los Angeles,CA,United States,6.95,0,3.49,11.1,0.58,90038,9.86,
08/08/23,2970641041,AleidaMarie93,1,08/11/23,Carrizo Springs,TX,United States,15.99,0,0,17.31,0.77,78834,15.22,
08/07/23,2977257214,fb53code,1,08/11/23,Raleigh,NC,United States,6.95,0,3.49,11.2,0.59,27604,9.85,
08/07/23,2977205824,freak4sparkle,1,08/09/23,Newbury Park,CA,United States,25.99,0,0,27.87,1.09,91320,24.9,
08/07/23,2977182220,jennyonthedaily,1,08/11/23,Angeles,CA,United States,6.95,0,3.49,11.1,0.58,90005,9.86,
08/07/23,2976649654,tpdplpsk,1,08/10/23,Manhasset,NY,United States,13.99,1.4,3,16.31,0.74,11030-1835,14.85,POWEROF10
08/07/23,2976438742,dzacu7jaa31ihytd,1,08/07/23,Larne,COUNTY ANTRIM,United Kingdom,2.99,0,0,3.59,0.36,BT40 2JG,2.63,
08/06/23,2976275550,morenoy236,1,08/11/23,Moses Lake,WA,United States,6.95,0,3.49,11.32,0.59,98837,9.85,
08/06/23,2976108172,40ny0bugt0tj9lg3,1,08/09/23,El Paso,TX,United States,19.99,0,0,21.64,0.9,79924,19.09,
08/06/23,2968981315,,1,08/06/23,much wenlock,Shropshire,United Kingdom,2.99,0,0,3.59,0.36,tf13 6at,2.63,
08/05/23,2968255755,lqbsr48qhjfm5zjg,1,08/09/23,MORENO VALLEY,CA,United States,19.99,2,0,19.38,0.83,92553,17.16,POWEROF10
08/05/23,2974554926,shelbymedeiros,1,08/07/23,El Cerrito,CA,United States,25.99,0,0,28.65,1.11,94530,24.88,
08/04/23,2973839690,,1,08/08/23,HAMPTON,NJ,United States,6.95,0,3.49,11.13,0.58,8827,9.86,
08/03/23,2973095904,dsjccmfyi6vu9ggp,1,08/11/23,American Fork,UT,United States,6.95,0,3.49,10.94,0.58,84003,9.86,
08/03/23,2966305677,mvusj2yw,1,08/07/23,Sacramento,CA,United States,21.99,0,4,27.69,1.08,95864,24.91,
08/03/23,2972455130,emanny,2,08/08/23,SOUTH JORDAN,UT,United States,34.98,0,0,37.52,1.38,84009,33.6,
08/03/23,2972113424,7pe90h1wcpjxq3oz,1,08/08/23,SAN MATEO,CA,United States,6.95,0,3.49,11.11,0.58,94402-1443,9.86,
08/02/23,2971078246,tenelilli,1,08/14/23,Hertford,,United Kingdom,6.95,0.7,2.49,10.49,0.56,SG14 1NZ,8.18,FAV10
08/01/23,2964263397,rosatapatio,1,08/11/23,PHELAN,CA,United States,6.95,0,3.49,10.98,0.58,92371,9.86,
08/01/23,2964100771,d3i0pwbu33t5oz5b,1,08/08/23,KATY,TX,United States,15.99,0,0,16.99,0.76,77494,15.23,
08/01/23,2970556652,emmavancamp,1,08/10/23,Fort Pierce,FL,United States,15.99,0,0,17.11,0.76,34981,15.23,
08/01/23,2970497900,gxiic8pz,1,08/08/23,La Quinta,CA,United States,6.95,0,3.49,11.05,0.58,92253-7103,9.86,
08/01/23,2963654293,martinez497,1,08/08/23,Valrico,FL,United States,6.95,0.7,3.49,10.47,0.56,33594,9.18,FAV10
07/31/23,2969733304,,3,08/08/23,La Cañada Flintridge,CA,United States,20.85,0,3.49,26.32,1.04,91011,23.3,
07/29/23,2961005181,listongabrielle,1,08/01/23,Chippewa Falls,WI,United States,15.99,0,0,16.87,0.76,54729,15.23,
07/29/23,2960538519,uarksppc,1,08/01/23,PHILADELPHIA,PA,United States,6.95,0,3.49,11.07,0.58,19134,9.86,
07/28/23,2960096737,ixxxel,1,08/01/23,Coalinga,CA,United States,6.95,0,3.49,11.06,0.58,93210,9.86,
07/28/23,2959564027,katiereckas,1,08/01/23,Auberry,CA,United States,6.95,0,3.49,10.99,0.58,93602,9.86,
07/27/23,2965040996,katrinamassd,1,08/01/23,Pittsburgh,PA,United States,6.95,0,3.49,11.07,0.58,15226,9.86,
07/27/23,2964908394,aerwin41,1,08/01/23,White House,TN,United States,6.95,0,3.49,11.46,0.59,37188,9.85,
07/26/23,2957834899,ntippen1,1,08/01/23,KENNESAW,GA,United States,6.95,0,3.49,11.07,0.58,30152-2836,9.86,
07/26/23,2964265310,chinababy1217,1,08/01/23,Houston,TX,United States,6.95,0,3.49,11.3,0.59,77083,9.85,
07/26/23,2957602557,annareznik,1,08/01/23,Salt Lake City,UT,United States,6.95,0,3.49,10.94,0.58,84117,9.86,
07/25/23,2957183907,christaxr,1,08/01/23,Albuquerque,NM,United States,6.95,0,3.49,11.24,0.59,87111-3808,9.85,
07/25/23,2963398086,melissajoy2394,1,08/01/23,Lincoln,IL,United States,6.95,0,3.49,11.35,0.59,62656,9.85,
07/25/23,2956535543,v1ngwdyl,1,07/25/23,Overland Park,KS,United States,3.98,0,0,3.98,0.37,66212-2675,3.61,
07/24/23,2956120119,devlarae,1,07/26/23,Lewisville,TX,United States,25.99,0,0,28.13,1.09,75067-7847,24.9,
07/24/23,2955746421,,1,08/01/23,Washington,DC,United States,6.95,0,3.49,11.07,0.58,20003,9.86,
07/23/23,2954980287,mollyburley1,1,07/28/23,HOUSTON,TX,United States,6.95,0.7,3.49,10.54,0.57,77080,9.17,POWEROF10
07/23/23,2961469876,,4,07/25/23,Glen Ellyn,IL,United States,103.96,0,0,112.54,3.63,60137,100.33,
07/23/23,2954691031,kbamwp0nl4xod4q4,1,07/27/23,Clarksburg,ON,Canada,6.95,0.7,4.25,10.5,0.57,N0H 1J0,9.93,POWEROF10
07/22/23,2960421404,,1,07/22/23,RIPLEY,OK,United States,2.99,0,0,2.99,0.34,74062-6463,2.65,
07/22/23,2960361830,amybonaz1,1,07/25/23,Freehold,NJ,United States,25.99,0,0,25.99,1.03,7728,24.96,
07/22/23,2953836753,vanessavandongen,1,07/22/23,LINCOLN,CA,United States,7.95,0,0,7.95,0.49,95648,7.46,
07/22/23,2960261864,AlyssaK88,1,07/28/23,Sea Cliff,NY,United States,6.95,0,3.49,11.34,0.59,11579,9.85,
07/22/23,2960137856,fdhqowrf,1,07/28/23,ROCHESTER,WA,United States,6.95,0.7,3.49,10.65,0.57,98579,9.17,POWEROF10
07/21/23,2952982283,ammanndaa,2,07/25/23,Port Saint Lucie,FL,United States,51.98,0,0,55.62,1.92,34952-4843,50.06,
07/20/23,2952122569,qb5mp58sm4z9chua,1,07/28/23,Greensboro,NC,United States,6.95,0,3.49,11.14,0.58,27407,9.86,
07/20/23,2952103395,otam8qxv2mroldhx,1,07/28/23,Plainview,TX,United States,6.95,0,3.49,11.3,0.59,79072-4113,9.85,
07/19/23,2951364329,skorjmna,1,07/28/23,Oak Lawn,IL,United States,6.95,0.7,3.49,10.74,0.57,60453,9.17,POWEROF10
07/19/23,2957789284,,1,07/22/23,Savannah,GA,United States,19.99,0,0,21.39,0.89,31419,19.1,
07/19/23,2957294410,6ie7z4b4,1,07/19/23,Cleveland,OH,United States,3.98,0,0,3.98,0.37,44113,3.61,
07/19/23,2950832889,e2qcc6qk,1,07/28/23,PITTSBURGH,PA,United States,6.95,0,3.49,11.07,0.58,15232-2027,9.86,
07/19/23,2957282608,savannahleigh129,1,07/28/23,LONGMONT,CO,United States,6.95,0,3.49,11.35,0.59,80501-7509,9.85,
07/19/23,2950637521,Three31Designs,1,07/28/23,GILBERT,AZ,United States,6.95,0,3.49,10.98,0.58,85234,9.86,
07/18/23,2956820524,czy1717,1,07/28/23,Glen Burnie,MD,United States,6.95,0,3.49,10.86,0.58,21060,9.86,
07/17/23,2955901118,sarahjacques228,1,07/18/23,Bettendorf,IA,United States,9.99,0,0,10.69,0.57,52722-2635,9.42,
07/17/23,2955087122,smonop088,1,07/23/23,Scarborough,ON,Canada,6.95,0,4.25,11.2,0.59,M1S 5T1,10.61,
07/16/23,2954846222,mxmd7485x2n9vvwl,1,08/01/23,Portland,OR,United States,6.95,0,3.49,10.44,0.56,97230,9.88,
07/16/23,2948147453,4pf3asoinehr8wl4,1,07/25/23,Amityville,NY,United States,16.99,0,0,18.46,0.8,11701,16.19,
07/16/23,2948054481,61z0smz507mmjgqe,1,07/18/23,WILLIAMS,CA,United States,19.99,0,0,21.64,0.9,95987,19.09,
07/15/23,2953023394,3aht73bxfhzgygdi,1,07/18/23,Mesquite,TX,United States,19.99,0,0,21.64,0.9,75150,19.09,
07/14/23,2952364250,mackenziejensen,1,07/18/23,SIOUX FALLS,SD,United States,6.95,0,3.49,11.09,0.58,57108-8052,9.86,
07/14/23,2952216134,dianaurbinati,1,07/18/23,lansdale,PA,United States,6.95,0,3.49,11.07,0.58,19446,9.86,
07/14/23,2945565727,fth24ztqeqtw94ea,1,07/18/23,Honea Path,SC,United States,25.99,0,0,27.81,1.08,29654,24.91,
07/13/23,2951764408,,1,07/18/23,Goodyear,AZ,United States,6.95,0,3.49,11.05,0.58,85338,9.86,
07/12/23,2950747530,katieharaway,1,07/18/23,Terre Haute,IN,United States,6.95,0,3.49,11.17,0.59,47807,9.85,
07/12/23,2944078525,devpoling,1,07/18/23,Heath,OH,United States,6.95,0,3.49,11.2,0.59,43056-8237,9.85,
07/11/23,2950039902,7qkwgyto,1,07/15/23,Napa,CA,United States,19.99,0,0,21.54,0.9,94559,19.09,
07/11/23,2943426851,85vua2tl32ijjxyn,1,07/18/23,Mesa,AZ,United States,6.95,0,3.49,11.02,0.58,85209-3822,9.86,
07/11/23,2943425233,fosterb7,1,07/18/23,South Lyon,MI,United States,6.95,0,3.49,10.86,0.58,48178-8306,9.86,
07/11/23,2949877032,dlpllnzeh5q9n5et,1,07/18/23,Irvine,CA,United States,6.95,0,3.49,10.98,0.58,92614,9.86,
07/11/23,2949873432,taylorford23,1,07/18/23,Houston,TX,United States,6.95,0,3.49,11.3,0.59,77092,9.85,
07/11/23,2949770904,g96gmh98u4s2zcts,1,07/18/23,Centerton,AR,United States,6.95,0,3.49,11.43,0.59,72719,9.85,
07/11/23,2949755374,iammicheiie,1,07/18/23,MOUNT WASHINGTON,KY,United States,6.95,0,3.49,11.07,0.58,40047-6443,9.86,
07/11/23,2949253384,,1,07/23/23,Nantwich,Chesire,United Kingdom,6.95,0,2.49,11.33,0.59,Cw5 7by,8.85,
07/10/23,2948953288,tbmxhndyg0oskr6y,1,07/12/23,El Cerrito,CA,United States,19.99,2,0,19.83,0.84,94530,17.15,POWEROF10
07/10/23,2941852545,taylorcampbell850,1,07/20/23,Smithfield,VA,United States,13.99,0,3,17.83,0.78,23430-1724,16.21,
07/09/23,2941543339,5zcxzwu0,1,07/18/23,Passaic,NJ,United States,6.95,0,3.49,11.13,0.58,07055-4608,9.86,
07/09/23,2947973068,kylwpkea,1,07/18/23,Starks,LA,United States,6.95,0,3.49,11.5,0.6,70661-4114,9.84,
07/09/23,2947649182,yock9dzc0gag5iww,1,07/12/23,Sterling,VA,United States,6.95,0,3.49,10.86,0.58,20166,9.86,
07/08/23,2940396631,,1,07/12/23,Madera,CA,United States,6.95,0,3.49,11.01,0.58,93637,9.86,
07/08/23,2946722592,jgeg2vgs,1,07/10/23,Swansboro,NC,United States,25.99,0,0,27.81,1.08,28584,24.91,
07/08/23,2939995715,,3,07/12/23,Windermere,FL,United States,20.85,0,3.49,25.92,1.03,34786,23.31,
07/08/23,2946237806,t8xegxba,1,07/12/23,GLENDALE,CA,United States,6.95,0,3.49,11.15,0.58,91206-2503,9.86,
07/07/23,2945858032,,1,07/15/23,Kutzenhausen,,Germany,6.95,0,3.5,12.44,0.62,86500,9.83,
07/07/23,2945817698,tahoe731,1,07/11/23,Chino Hills,CA,United States,15.99,0,0,17.23,0.77,91709,15.22,
07/06/23,2938482511,fwzzvse7,1,07/18/23,Fort Drum,NY,United States,9.99,1,0,9.71,0.54,13603,8.45,POWEROF10
07/06/23,2938003375,rfjpkipsoijkg08x,1,07/06/23,Newbridge,Co. Kildare,Ireland,2.99,0,0,3.68,0.36,W12DD83,2.63,
07/05/23,2943951436,cv1wgx21wi0lgwwb,1,07/05/23,Lithonia,GA,United States,2.99,0,0,2.99,0.34,30058,2.65,
07/05/23,2937351449,vhomxavb,1,07/15/23,London,,United Kingdom,6.95,0,2.49,11.33,0.59,E17 9SW,8.85,
07/05/23,2943685702,vkqn28r24qsyeymm,1,07/07/23,Orange,CA,United States,24.99,0,0,26.93,1.06,92869,23.93,
07/04/23,2936176135,shortzilla,3,07/18/23,DeForest,WI,United States,20.85,0,3.49,25.68,1.02,53532,23.32,
07/03/23,2942070334,afriddcx,1,07/12/23,SEATTLE,WA,United States,6.95,0,3.49,11.51,0.6,98109,9.84,
07/03/23,2941402566,4lltwylv,1,07/12/23,Rosenberg,TX,United States,6.95,0,3.49,11.09,0.58,77469,9.86,
07/02/23,2934676671,gabbyrusso,1,07/12/23,York,PA,United States,6.95,0,3.49,11.07,0.58,17403,9.86,
07/02/23,2940712348,kktegen,1,07/12/23,MOCLIPS,WA,United States,6.95,0,3.49,11.37,0.59,98562,9.85,
07/01/23,2940140942,paigedodson3,1,07/05/23,PLAINFIELD,IL,United States,13.99,0,3,18.48,0.8,60586,16.19,
07/01/23,2933591679,k3etvuyo,1,07/06/23,San Marcos,CA,United States,6.95,0,3.49,10.98,0.58,92078,9.86,
07/01/23,2939596224,,1,07/09/23,Theoule sur Mer,,France,9.99,0,0,11.89,0.61,65590,9.38,
